Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/?p=11,11834,322,2600,3247.093360243029,1.2116479999804142,12859.685265999815,29265.449890147032,98.46361817099123,2.6791689243754586,2600,3300,4300,5000,6800,8300,9600,10000,12000,13000,13000
,Aggregated,11834,322,2600,3247.093360243029,1.2116479999804142,12859.685265999815,29265.449890147032,98.46361817099123,2.6791689243754586,2600,3300,4300,5000,6800,8300,9600,10000,12000,13000,13000
