Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/?p=11,11957,0,2900,2822.419038169778,117.80312199971377,6462.955781000346,30080.0,99.69903382696037,0.0,2900,3300,3500,3700,4300,4800,5400,5800,6200,6400,6500
,Aggregated,11957,0,2900,2822.419038169778,117.80312199971377,6462.955781000346,30080.0,99.69903382696037,0.0,2900,3300,3500,3700,4300,4800,5400,5800,6200,6400,6500
