Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url],4494,3,9300,9003.83002103472,405.74115500021435,79354.30857400024,40313.226301735645,18.567541996228545,0.012394887847949631,9300,10000,12000,12000,15000,16000,19000,21000,75000,79000,79000
,Aggregated,4494,3,9300,9003.83002103472,405.74115500021435,79354.30857400024,40313.226301735645,18.567541996228545,0.012394887847949631,9300,10000,12000,12000,15000,16000,19000,21000,75000,79000,79000
