Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/?p=6,485,27,46000,44679.57727577114,13743.225300999256,70985.57322899978,11929.573195876288,2.5810206675467207,0.14368568664693085,46000,53000,57000,60000,65000,68000,69000,70000,71000,71000,71000
,Aggregated,485,27,46000,44679.57727577114,13743.225300999256,70985.57322899978,11929.573195876288,2.5810206675467207,0.14368568664693085,46000,53000,57000,60000,65000,68000,69000,70000,71000,71000,71000
