Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/?p=6,7170,265,230,368.66383335008777,0.8721109988982789,21609.754170996894,28325.933054393307,66.91556674755405,2.4731694823015093,230,320,440,520,720,920,1500,1800,9200,22000,22000
,Aggregated,7170,265,230,368.66383335008777,0.8721109988982789,21609.754170996894,28325.933054393307,66.91556674755405,2.4731694823015093,230,320,440,520,720,920,1500,1800,9200,22000,22000
