Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/?p=6,11615,828,3600,2920.053699398358,1.3975470001241774,8392.506973000081,28180.29461902712,96.5517863995834,6.882899624524758,3600,4100,4400,4600,4900,5200,5400,5700,6700,7900,8400
,Aggregated,11615,828,3600,2920.053699398358,1.3975470001241774,8392.506973000081,28180.29461902712,96.5517863995834,6.882899624524758,3600,4100,4400,4600,4900,5200,5400,5700,6700,7900,8400
